hours_elapsed,surface_pct,beached_pct,evaporated_pct,dispersed_pct
0,100.0,0.0,0.0,0.0
1,93.81,0.0,6.19,0.0
2,81.66,0.0,18.34,0.0
3,80.37,0.0,19.63,0.0
4,80.15,0.0,19.84,0.0
5,79.97,0.0,20.03,0.0
6,79.8,0.0,20.2,0.0
7,79.63,0.0,20.37,0.0
8,79.48,0.0,20.52,0.0
9,79.34,0.0,20.66,0.0
10,79.22,0.0,20.78,0.0
11,79.1,0.0,20.9,0.0
12,79.0,0.0,21.0,0.0
13,78.91,0.0,21.09,0.0
14,78.81,0.0,21.19,0.0
15,78.71,0.0,21.29,0.0
16,78.6,0.0,21.4,0.0
17,78.49,0.0,21.51,0.0
18,78.37,0.0,21.63,0.0
19,78.25,0.0,21.75,0.0
20,78.14,0.0,21.86,0.0
21,78.03,0.0,21.97,0.0
22,77.93,0.0,22.07,0.0
23,77.84,0.0,22.16,0.0
24,77.75,0.0,22.25,0.0
25,77.66,0.0,22.33,0.0
26,77.58,0.0,22.42,0.0
27,77.5,0.0,22.5,0.0
28,77.41,0.0,22.59,0.0
29,77.33,0.0,22.67,0.0
30,77.24,0.0,22.75,0.0
31,77.16,0.0,22.84,0.0
32,77.09,0.0,22.91,0.0
33,77.02,0.0,22.97,0.0
34,76.97,0.0,23.03,0.0
35,76.93,0.0,23.07,0.0
36,76.89,0.0,23.1,0.0
37,76.86,0.0,23.13,0.0
38,76.83,0.0,23.16,0.0
39,76.8,0.0,23.19,0.0
40,76.77,0.0,23.23,0.0
41,76.73,0.0,23.26,0.0
42,76.69,0.0,23.3,0.0
43,76.65,0.0,23.35,0.0
44,76.61,0.0,23.38,0.0
45,76.58,0.0,23.41,0.0
46,76.56,0.0,23.44,0.0
47,76.54,0.0,23.46,0.0
48,76.51,0.0,23.48,0.0
49,76.48,0.0,23.51,0.0
50,76.46,0.0,23.54,0.0
51,76.43,0.0,23.56,0.0
52,76.41,0.0,23.58,0.0
53,76.39,0.0,23.6,0.0
54,76.37,0.0,23.63,0.0
55,76.35,0.0,23.65,0.0
56,76.33,0.0,23.67,0.0
57,76.31,0.0,23.69,0.0
58,76.29,0.0,23.71,0.0
59,76.27,0.0,23.73,0.0
60,76.25,0.0,23.75,0.0
61,76.23,0.0,23.76,0.0
62,76.21,0.0,23.79,0.0
63,76.18,0.0,23.82,0.0
64,76.15,0.0,23.85,0.0
65,76.11,0.0,23.89,0.0
66,76.06,0.0,23.93,0.0
67,76.02,0.0,23.98,0.0
68,75.97,0.0,24.02,0.0
69,75.94,0.0,24.06,0.0
70,75.9,0.0,24.1,0.0
71,75.87,0.0,24.13,0.0
72,75.84,0.0,24.16,0.0
